id,chat_id,user_id,selected_path,decision_mode,prompt_version,art_affinity_score,created_at,user_msg_count,avg_user_msg_len,art_kw_count,confusion_kw_count,first_user_ts,last_user_ts,assistant_msg_count,avg_output_tokens,conversation_span_minutes,followup_depth_proxy,art_keyword_ratio,confusion_ratio,activate_art_path,source_user_id,is_synthetic
label_chat_00011,chat_00011,user_0003,art,manual,art_v3,0.682,1773206380000,3,42.333333333333336,3,1,1773205740000.0,1773206366000.0,3,111.33333333333331,10.433333333333334,2,1.0,0.3333333333333333,1,user_0003,0
label_chat_00012,chat_00012,user_0003,default,manual,default_v3,0.258,1773298249000,3,38.333333333333336,0,0,1773297900000.0,1773298234000.0,3,187.66666666666663,5.566666666666666,2,0.0,0.0,0,user_0003,0
label_chat_00013,chat_00013,user_0003,art,manual,art_v3,0.753,1773654756000,3,42.0,4,0,1773654240000.0,1773654744000.0,3,203.33333333333331,8.4,2,1.3333333333333333,0.0,1,user_0003,0
label_chat_00014,chat_00014,user_0003,art,manual,art_v3,0.759,1774010319000,3,41.333333333333336,3,1,1774009920000.0,1774010309000.0,3,210.0,6.483333333333333,2,1.0,0.3333333333333333,1,user_0003,0
label_chat_00015,chat_00015,user_0004,default,manual,default_v3,0.257,1769727299000,4,38.5,1,0,1769726640000.0,1769727285000.0,4,162.25,10.75,3,0.25,0.0,0,user_0004,0
label_chat_00016,chat_00016,user_0004,default,manual,default_v3,0.236,1770081641000,3,34.666666666666664,0,0,1770081300000.0,1770081625000.0,3,187.0,5.416666666666667,2,0.0,0.0,0,user_0004,0
label_chat_00017,chat_00017,user_0004,default,manual,default_v3,0.208,1770193263000,4,32.75,0,0,1770192780000.0,1770193245000.0,4,230.0,7.75,3,0.0,0.0,0,user_0004,0
label_chat_00018,chat_00018,user_0004,default,manual,default_v3,0.229,1770477479000,4,37.25,0,0,1770476880000.0,1770477469000.0,4,169.75,9.816666666666666,3,0.0,0.0,0,user_0004,0
label_chat_00019,chat_00019,user_0004,default,manual,default_v3,0.302,1770751602000,3,33.333333333333336,1,0,1770751020000.0,1770751588000.0,3,116.66666666666669,9.466666666666669,2,0.3333333333333333,0.0,0,user_0004,0
label_chat_00020,chat_00020,user_0005,default,manual,default_v3,0.316,1774549742000,4,35.75,3,0,1774549260000.0,1774549729000.0,4,164.25,7.816666666666666,3,0.75,0.0,0,user_0005,0
label_chat_00021,chat_00021,user_0005,default,manual,default_v3,0.331,1774747297000,3,37.333333333333336,1,0,1774747020000.0,1774747286000.0,3,174.66666666666666,4.433333333333334,2,0.3333333333333333,0.0,0,user_0005,0
label_chat_00022,chat_00022,user_0005,default,manual,default_v3,0.359,1774852435000,4,38.25,0,0,1774851660000.0,1774852422000.0,4,167.0,12.7,3,0.0,0.0,0,user_0005,0
label_chat_00023,chat_00023,user_0005,default,manual,default_v3,0.393,1774949580000,4,42.75,1,0,1774949160000.0,1774949562000.0,4,184.25,6.7,3,0.25,0.0,0,user_0005,0
label_chat_00024,chat_00024,user_0005,default,manual,default_v3,0.445,1775391533000,4,41.75,2,0,1775390880000.0,1775391522000.0,4,224.25,10.7,3,0.5,0.0,0,user_0005,0
label_chat_00025,chat_00025,user_0006,default,manual,default_v3,0.233,1773342911000,4,30.75,0,0,1773342540000.0,1773342894000.0,4,210.75,5.9,3,0.0,0.0,0,user_0006,0
label_chat_00026,chat_00026,user_0006,default,manual,default_v3,0.309,1773779357000,5,29.4,1,0,1773778380000.0,1773779339000.0,5,183.0,15.983333333333333,4,0.2,0.0,0,user_0006,0
label_chat_00027,chat_00027,user_0006,default,manual,default_v3,0.246,1774143460000,3,29.666666666666668,2,0,1774142940000.0,1774143449000.0,3,216.33333333333331,8.483333333333333,2,0.6666666666666666,0.0,0,user_0006,0
label_chat_00028,chat_00028,user_0006,default,manual,default_v3,0.223,1774415711000,5,31.2,0,0,1774414980000.0,1774415696000.0,5,162.6,11.933333333333334,4,0.0,0.0,0,user_0006,0
label_chat_00029,chat_00029,user_0006,default,manual,default_v3,0.236,1774689486000,4,26.0,0,0,1774688940000.0,1774689472000.0,4,162.0,8.866666666666667,3,0.0,0.0,0,user_0006,0
label_chat_00030,chat_00030,user_0007,art,manual,art_v3,0.807,1771092837000,4,45.5,3,0,1771092060000.0,1771092823000.0,4,174.25,12.716666666666669,3,0.75,0.0,1,user_0007,0
label_chat_00031,chat_00031,user_0007,art,manual,art_v3,0.688,1771543555000,4,47.5,4,0,1771543080000.0,1771543542000.0,4,209.25,7.7,3,1.0,0.0,1,user_0007,0
label_chat_00032,chat_00032,user_0007,default,manual,default_v3,0.253,1771645484000,3,43.66666666666666,0,0,1771644960000.0,1771645468000.0,3,182.66666666666663,8.466666666666667,2,0.0,0.0,0,user_0007,0
label_chat_00033,chat_00033,user_0007,art,manual,art_v3,0.759,1772015406000,5,40.8,6,0,1772014680000.0,1772015394000.0,5,198.6,11.9,4,1.2,0.0,1,user_0007,0
label_chat_00034,chat_00034,user_0007,art,manual,art_v3,0.761,1772213925000,3,43.333333333333336,3,0,1772213460000.0,1772213907000.0,3,201.66666666666663,7.45,2,1.0,0.0,1,user_0007,0
label_chat_00035,chat_00035,user_0007,art,manual,art_v3,0.814,1772572517000,5,38.0,9,0,1772571720000.0,1772572499000.0,5,174.6,12.983333333333333,4,1.8,0.0,1,user_0007,0
label_chat_00036,chat_00036,user_0008,default,manual,default_v3,0.169,1772316615000,5,37.6,0,1,1772316000000.0,1772316603000.0,5,186.2,10.05,4,0.0,0.2,0,user_0008,0
label_chat_00037,chat_00037,user_0008,default,manual,default_v3,0.25,1772603040000,4,40.75,0,1,1772602680000.0,1772603024000.0,4,127.5,5.733333333333333,3,0.0,0.25,0,user_0008,0
label_chat_00038,chat_00038,user_0008,default,manual,default_v3,0.26,1772879081000,3,34.333333333333336,0,1,1772878800000.0,1772879066000.0,3,176.66666666666666,4.433333333333334,2,0.0,0.3333333333333333,0,user_0008,0
label_chat_00039,chat_00039,user_0008,default,manual,default_v3,0.336,1773229043000,5,35.6,1,2,1773228360000.0,1773229027000.0,5,149.0,11.116666666666667,4,0.2,0.4,0,user_0008,0
label_chat_00040,chat_00040,user_0008,default,manual,default_v3,0.311,1773319499000,4,39.75,0,2,1773318960000.0,1773319485000.0,4,181.25,8.75,3,0.0,0.5,0,user_0008,0
label_chat_00041,chat_00041,user_0008,default,manual,default_v3,0.225,1773580244000,3,39.0,0,1,1773580020000.0,1773580228000.0,3,172.66666666666666,3.466666666666667,2,0.0,0.3333333333333333,0,user_0008,0
label_chat_00042,chat_00042,user_0009,art,manual,art_v3,0.719,1772488244000,3,42.333333333333336,4,0,1772487840000.0,1772488233000.0,3,140.33333333333334,6.55,2,1.3333333333333333,0.0,1,user_0009,0
label_chat_00043,chat_00043,user_0009,default,manual,default_v3,0.254,1772669886000,4,41.25,1,3,1772669340000.0,1772669869000.0,4,212.25,8.816666666666666,3,0.25,0.75,0,user_0009,0
label_chat_00044,chat_00044,user_0009,default,manual,default_v3,0.2,1772771561000,3,37.66666666666666,1,1,1772771100000.0,1772771548000.0,3,208.66666666666663,7.466666666666667,2,0.3333333333333333,0.3333333333333333,0,user_0009,0
label_chat_00045,chat_00045,user_0009,art,manual,art_v3,0.82,1772862430000,5,38.6,6,2,1772861820000.0,1772862416000.0,5,185.8,9.933333333333334,4,1.2,0.4,1,user_0009,0
label_chat_00046,chat_00046,user_0009,default,manual,default_v3,0.17,1772958182000,5,40.6,0,1,1772957700000.0,1772958172000.0,5,143.6,7.866666666666666,4,0.0,0.2,0,user_0009,0
label_chat_00047,chat_00047,user_0009,default,manual,default_v3,0.162,1773061540000,3,39.66666666666666,0,0,1773061260000.0,1773061529000.0,3,214.66666666666663,4.483333333333333,2,0.0,0.0,0,user_0009,0
label_chat_00048,chat_00048,user_0010,default,manual,default_v3,0.32,1772568646000,3,37.333333333333336,1,0,1772568060000.0,1772568632000.0,3,158.33333333333334,9.533333333333331,2,0.3333333333333333,0.0,0,user_0010,0
label_chat_00049,chat_00049,user_0010,default,manual,default_v3,0.295,1772926794000,4,34.75,0,0,1772926260000.0,1772926778000.0,4,183.0,8.633333333333333,3,0.0,0.0,0,user_0010,0
label_chat_00050,chat_00050,user_0010,default,manual,default_v3,0.239,1773280095000,5,40.6,0,0,1773279120000.0,1773280083000.0,5,186.8,16.05,4,0.0,0.0,0,user_0010,0
label_chat_00051,chat_00051,user_0010,default,manual,default_v3,0.286,1773472988000,5,33.8,1,0,1773472320000.0,1773472971000.0,5,157.0,10.85,4,0.2,0.0,0,user_0010,0
label_chat_00052,chat_00052,user_0010,default,manual,default_v3,0.293,1773924163000,3,43.0,0,0,1773923760000.0,1773924152000.0,3,212.33333333333331,6.533333333333333,2,0.0,0.0,0,user_0010,0
label_chat_00053,chat_00053,user_0010,default,manual,default_v3,0.32,1774119249000,5,39.4,1,0,1774118580000.0,1774119238000.0,5,151.2,10.966666666666669,4,0.2,0.0,0,user_0010,0
label_chat_00054,chat_00054,user_0011,default,manual,default_v3,0.237,1768434183000,5,39.2,0,0,1768433400000.0,1768434173000.0,5,199.2,12.883333333333333,4,0.0,0.0,0,user_0011,0
label_chat_00055,chat_00055,user_0011,default,manual,default_v3,0.259,1768873061000,3,43.66666666666666,2,0,1768872660000.0,1768873048000.0,3,157.0,6.466666666666667,2,0.6666666666666666,0.0,0,user_0011,0
label_chat_00056,chat_00056,user_0011,default,manual,default_v3,0.241,1769138144000,3,44.0,1,0,1769137740000.0,1769138133000.0,3,148.66666666666666,6.55,2,0.3333333333333333,0.0,0,user_0011,0
label_chat_00057,chat_00057,user_0011,default,manual,default_v3,0.349,1769402884000,4,35.5,1,0,1769402220000.0,1769402867000.0,4,169.25,10.783333333333331,3,0.25,0.0,0,user_0011,0
label_chat_00058,chat_00058,user_0011,default,manual,default_v3,0.318,1769510993000,4,41.75,0,0,1769510280000.0,1769510983000.0,4,163.75,11.716666666666669,3,0.0,0.0,0,user_0011,0
label_chat_00059,chat_00059,user_0012,art,manual,art_v3,0.715,1775072695000,4,39.75,2,1,1775072160000.0,1775072684000.0,4,139.5,8.733333333333333,3,0.5,0.25,1,user_0012,0
label_chat_00060,chat_00060,user_0012,art,manual,art_v3,0.741,1775266628000,4,41.75,2,2,1775265900000.0,1775266610000.0,4,188.5,11.833333333333334,3,0.5,0.5,1,user_0012,0
label_chat_00061,chat_00061,user_0012,default,manual,default_v3,0.236,1775714177000,5,38.2,1,1,1775713140000.0,1775714162000.0,5,174.8,17.033333333333335,4,0.2,0.2,0,user_0012,0
label_chat_00062,chat_00062,user_0012,art,manual,art_v3,0.711,1776065595000,5,41.4,3,0,1776064920000.0,1776065583000.0,5,158.0,11.05,4,0.6,0.0,1,user_0012,0
label_chat_00063,chat_00063,user_0013,default,manual,default_v3,0.343,1770932643000,4,35.0,1,0,1770932160000.0,1770932628000.0,4,201.5,7.8,3,0.25,0.0,0,user_0013,0
label_chat_00064,chat_00064,user_0013,default,manual,default_v3,0.182,1771125758000,3,29.0,1,0,1771125420000.0,1771125748000.0,3,183.66666666666663,5.466666666666667,2,0.3333333333333333,0.0,0,user_0013,0
label_chat_00065,chat_00065,user_0013,default,manual,default_v3,0.167,1771496626000,3,29.0,0,0,1771496040000.0,1771496613000.0,3,152.66666666666666,9.55,2,0.0,0.0,0,user_0013,0
label_chat_00066,chat_00066,user_0013,default,manual,default_v3,0.297,1771760147000,3,31.0,1,0,1771759680000.0,1771760132000.0,3,204.66666666666663,7.533333333333333,2,0.3333333333333333,0.0,0,user_0013,0
label_chat_00067,chat_00067,user_0014,default,manual,default_v3,0.235,1767644140000,3,38.0,1,1,1767643920000.0,1767644127000.0,3,164.66666666666666,3.45,2,0.3333333333333333,0.3333333333333333,0,user_0014,0
label_chat_00068,chat_00068,user_0014,default,manual,default_v3,0.228,1768008440000,5,35.2,1,0,1768007880000.0,1768008423000.0,5,185.2,9.05,4,0.2,0.0,0,user_0014,0
label_chat_00069,chat_00069,user_0014,default,manual,default_v3,0.195,1768461468000,3,41.333333333333336,1,1,1768460940000.0,1768461457000.0,3,187.33333333333331,8.616666666666667,2,0.3333333333333333,0.3333333333333333,0,user_0014,0
label_chat_00070,chat_00070,user_0014,default,manual,default_v3,0.185,1768645125000,3,37.333333333333336,2,1,1768644720000.0,1768645112000.0,3,193.33333333333331,6.533333333333333,2,0.6666666666666666,0.3333333333333333,0,user_0014,0
label_chat_00071,chat_00071,user_0014,default,manual,default_v3,0.232,1768735249000,3,39.333333333333336,1,1,1768734780000.0,1768735237000.0,3,187.0,7.616666666666666,2,0.3333333333333333,0.3333333333333333,0,user_0014,0
label_chat_00072,chat_00072,user_0014,default,manual,default_v3,0.172,1769104139000,4,41.0,0,0,1769103780000.0,1769104125000.0,4,135.5,5.75,3,0.0,0.0,0,user_0014,0
label_chat_00073,chat_00073,user_0015,default,manual,default_v3,0.219,1772044241000,3,35.0,0,0,1772043660000.0,1772044228000.0,3,125.33333333333331,9.466666666666669,2,0.0,0.0,0,user_0015,0
label_chat_00074,chat_00074,user_0015,default,manual,default_v3,0.356,1772413858000,5,28.0,1,0,1772413200000.0,1772413843000.0,5,168.0,10.716666666666669,4,0.2,0.0,0,user_0015,0
label_chat_00075,chat_00075,user_0015,default,manual,default_v3,0.237,1772600613000,3,35.666666666666664,0,0,1772600400000.0,1772600601000.0,3,134.66666666666666,3.35,2,0.0,0.0,0,user_0015,0
label_chat_00076,chat_00076,user_0015,default,manual,default_v3,0.297,1772801581000,5,32.6,0,0,1772800560000.0,1772801570000.0,5,156.4,16.833333333333332,4,0.0,0.0,0,user_0015,0
label_chat_00077,chat_00077,user_0016,default,manual,default_v3,0.294,1769470495000,4,37.25,0,0,1769469780000.0,1769470485000.0,4,162.75,11.75,3,0.0,0.0,0,user_0016,0
label_chat_00078,chat_00078,user_0016,art,manual,art_v3,0.764,1769559396000,3,46.66666666666666,3,0,1769558940000.0,1769559384000.0,3,227.33333333333331,7.4,2,1.0,0.0,1,user_0016,0
label_chat_00079,chat_00079,user_0016,art,manual,art_v3,0.748,1769919794000,5,40.6,4,0,1769918880000.0,1769919780000.0,5,142.2,15.0,4,0.8,0.0,1,user_0016,0
label_chat_00080,chat_00080,user_0016,art,manual,art_v3,0.779,1770376009000,3,42.333333333333336,5,0,1770375600000.0,1770375997000.0,3,202.0,6.616666666666666,2,1.6666666666666667,0.0,1,user_0016,0
label_chat_00081,chat_00081,user_0017,default,manual,default_v3,0.299,1768941720000,5,39.4,1,0,1768940880000.0,1768941710000.0,5,181.0,13.833333333333334,4,0.2,0.0,0,user_0017,0
label_chat_00082,chat_00082,user_0017,default,manual,default_v3,0.385,1769048395000,4,43.25,3,0,1769047800000.0,1769048378000.0,4,184.0,9.633333333333333,3,0.75,0.0,0,user_0017,0
label_chat_00083,chat_00083,user_0017,default,manual,default_v3,0.418,1769330692000,4,39.5,2,0,1769330040000.0,1769330682000.0,4,178.25,10.7,3,0.5,0.0,0,user_0017,0
label_chat_00084,chat_00084,user_0017,default,manual,default_v3,0.327,1769507706000,4,32.5,2,0,1769506920000.0,1769507692000.0,4,189.25,12.866666666666667,3,0.5,0.0,0,user_0017,0
label_chat_00085,chat_00085,user_0017,default,manual,default_v3,0.413,1769705169000,5,37.0,1,0,1769704380000.0,1769705154000.0,5,162.4,12.9,4,0.2,0.0,0,user_0017,0
label_chat_00086,chat_00086,user_0017,default,manual,default_v3,0.321,1769811414000,4,39.5,1,0,1769810760000.0,1769811402000.0,4,150.0,10.7,3,0.25,0.0,0,user_0017,0
label_chat_00087,chat_00087,user_0018,default,manual,default_v3,0.185,1768347668000,5,39.8,0,1,1768346760000.0,1768347658000.0,5,169.0,14.966666666666669,4,0.0,0.2,0,user_0018,0
label_chat_00088,chat_00088,user_0018,default,manual,default_v3,0.301,1768541929000,3,43.0,0,1,1768541640000.0,1768541914000.0,3,208.66666666666663,4.566666666666666,2,0.0,0.3333333333333333,0,user_0018,0
label_chat_00089,chat_00089,user_0018,default,manual,default_v3,0.167,1768741014000,4,40.25,1,1,1768740180000.0,1768740998000.0,4,160.25,13.633333333333333,3,0.25,0.25,0,user_0018,0
label_chat_00090,chat_00090,user_0018,default,manual,default_v3,0.223,1768843799000,4,43.75,0,1,1768843440000.0,1768843782000.0,4,168.25,5.7,3,0.0,0.25,0,user_0018,0
label_chat_00091,chat_00091,user_0018,default,manual,default_v3,0.285,1768951000000,3,38.0,1,1,1768950660000.0,1768950989000.0,3,190.0,5.483333333333333,2,0.3333333333333333,0.3333333333333333,0,user_0018,0
label_chat_00092,chat_00092,user_0019,art,manual,art_v3,0.788,1772394524000,3,44.333333333333336,1,3,1772394120000.0,1772394511000.0,3,161.66666666666666,6.516666666666667,2,0.3333333333333333,1.0,1,user_0019,0
label_chat_00093,chat_00093,user_0019,art,manual,art_v3,0.678,1772761672000,4,44.75,2,2,1772761080000.0,1772761659000.0,4,149.75,9.65,3,0.5,0.5,1,user_0019,0
label_chat_00094,chat_00094,user_0019,art,manual,art_v3,0.781,1772943962000,4,38.5,2,1,1772943420000.0,1772943944000.0,4,173.0,8.733333333333333,3,0.5,0.25,1,user_0019,0
label_chat_00095,chat_00095,user_0019,default,manual,default_v3,0.232,1773123729000,4,37.25,1,3,1773123300000.0,1773123715000.0,4,201.25,6.916666666666667,3,0.25,0.75,0,user_0019,0
label_chat_00096,chat_00096,user_0019,art,manual,art_v3,0.829,1773303286000,3,48.333333333333336,3,2,1773302700000.0,1773303272000.0,3,157.0,9.533333333333331,2,1.0,0.6666666666666666,1,user_0019,0
label_chat_00097,chat_00097,user_0019,default,manual,default_v3,0.268,1773657585000,4,35.75,0,1,1773657060000.0,1773657571000.0,4,183.75,8.516666666666667,3,0.0,0.25,0,user_0019,0
label_chat_00098,chat_00098,user_0020,default,manual,default_v3,0.237,1775075759000,4,38.75,1,1,1775075280000.0,1775075742000.0,4,198.25,7.7,3,0.25,0.25,0,user_0020,0
label_chat_00099,chat_00099,user_0020,default,manual,default_v3,0.25,1775169606000,4,38.75,0,0,1775169300000.0,1775169588000.0,4,161.0,4.8,3,0.0,0.0,0,user_0020,0
label_chat_00100,chat_00100,user_0020,default,manual,default_v3,0.363,1775363048000,4,43.0,2,1,1775362260000.0,1775363030000.0,4,174.75,12.833333333333334,3,0.5,0.25,0,user_0020,0
label_chat_00101,chat_00101,user_0020,default,manual,default_v3,0.311,1775639637000,4,35.5,0,3,1775639040000.0,1775639625000.0,4,157.5,9.75,3,0.0,0.75,0,user_0020,0
label_chat_00102,chat_00102,user_0020,default,manual,default_v3,0.272,1776094998000,5,39.2,1,1,1776093840000.0,1776094986000.0,5,190.4,19.1,4,0.2,0.2,0,user_0020,0
label_chat_00103,chat_00103,user_0021,art,manual,art_v3,0.749,1773515564000,3,44.66666666666666,5,0,1773515100000.0,1773515546000.0,3,205.33333333333331,7.433333333333334,2,1.6666666666666667,0.0,1,user_0021,0
label_chat_00104,chat_00104,user_0021,art,manual,art_v3,0.85,1773973795000,4,44.25,5,0,1773973020000.0,1773973784000.0,4,143.75,12.733333333333333,3,1.25,0.0,1,user_0021,0
label_chat_00105,chat_00105,user_0021,art,manual,art_v3,0.654,1774334860000,3,41.0,3,0,1774334460000.0,1774334848000.0,3,206.66666666666663,6.466666666666667,2,1.0,0.0,1,user_0021,0
label_chat_00106,chat_00106,user_0021,art,manual,art_v3,0.787,1774686553000,4,44.25,4,0,1774685760000.0,1774686536000.0,4,201.0,12.933333333333334,3,1.0,0.0,1,user_0021,0
label_chat_00107,chat_00107,user_0021,art,manual,art_v3,0.651,1775036612000,3,47.333333333333336,3,0,1775036280000.0,1775036602000.0,3,159.33333333333334,5.366666666666666,2,1.0,0.0,1,user_0021,0
label_chat_00108,chat_00108,user_0021,default,manual,default_v3,0.171,1775227136000,4,38.5,0,0,1775226420000.0,1775227126000.0,4,207.25,11.766666666666667,3,0.0,0.0,0,user_0021,0
label_chat_00109,chat_00109,user_0022,art,manual,art_v3,0.811,1769031835000,4,41.75,5,1,1769031120000.0,1769031822000.0,4,138.25,11.7,3,1.25,0.25,1,user_0022,0
label_chat_00110,chat_00110,user_0022,default,manual,default_v3,0.253,1769313170000,4,40.0,0,0,1769312640000.0,1769313159000.0,4,197.75,8.65,3,0.0,0.0,0,user_0022,0
label_chat_00111,chat_00111,user_0022,art,manual,art_v3,0.819,1769590749000,5,38.4,4,0,1769589840000.0,1769590735000.0,5,214.2,14.916666666666666,4,0.8,0.0,1,user_0022,0
label_chat_00112,chat_00112,user_0022,default,manual,default_v3,0.316,1769948221000,4,39.25,0,0,1769947680000.0,1769948210000.0,4,191.25,8.833333333333334,3,0.0,0.0,0,user_0022,0
label_chat_00113,chat_00113,user_0022,default,manual,default_v3,0.272,1770043000000,3,39.333333333333336,0,0,1770042660000.0,1770042988000.0,3,164.66666666666666,5.466666666666667,2,0.0,0.0,0,user_0022,0
label_chat_00114,chat_00114,user_0023,art,manual,art_v3,0.878,1767742750000,5,38.0,6,0,1767741720000.0,1767742738000.0,5,208.6,16.966666666666665,4,1.2,0.0,1,user_0023,0
label_chat_00115,chat_00115,user_0023,art,manual,art_v3,0.729,1768092042000,3,36.333333333333336,4,1,1768091640000.0,1768092031000.0,3,229.66666666666663,6.516666666666667,2,1.3333333333333333,0.3333333333333333,1,user_0023,0
label_chat_00116,chat_00116,user_0023,default,manual,default_v3,0.224,1768282006000,3,42.333333333333336,0,0,1768281720000.0,1768281996000.0,3,197.33333333333331,4.6,2,0.0,0.0,0,user_0023,0
label_chat_00117,chat_00117,user_0023,art,manual,art_v3,0.701,1768652350000,5,39.2,4,0,1768651800000.0,1768652334000.0,5,132.6,8.9,4,0.8,0.0,1,user_0023,0
label_chat_00118,chat_00118,user_0023,art,manual,art_v3,0.887,1768749474000,4,36.25,6,0,1768748820000.0,1768749461000.0,4,138.75,10.683333333333334,3,1.5,0.0,1,user_0023,0
label_chat_00119,chat_00119,user_0023,art,manual,art_v3,0.762,1768842588000,4,46.0,4,0,1768842000000.0,1768842578000.0,4,206.0,9.633333333333333,3,1.0,0.0,1,user_0023,0
label_chat_00120,chat_00120,user_0024,default,manual,default_v3,0.252,1769200069000,3,36.333333333333336,1,2,1769199720000.0,1769200055000.0,3,197.0,5.583333333333333,2,0.3333333333333333,0.6666666666666666,0,user_0024,0
label_chat_00121,chat_00121,user_0024,default,manual,default_v3,0.201,1769646242000,4,40.0,0,1,1769645340000.0,1769646228000.0,4,181.0,14.8,3,0.0,0.25,0,user_0024,0
label_chat_00122,chat_00122,user_0024,default,manual,default_v3,0.217,1769743937000,5,34.4,1,4,1769742780000.0,1769743919000.0,5,171.0,18.98333333333333,4,0.2,0.8,0,user_0024,0
label_chat_00123,chat_00123,user_0024,default,manual,default_v3,0.161,1770018433000,5,42.2,0,1,1770017580000.0,1770018417000.0,5,181.2,13.95,4,0.0,0.2,0,user_0024,0
label_chat_00124,chat_00124,user_0024,default,manual,default_v3,0.241,1770196440000,4,42.5,1,2,1770195660000.0,1770196429000.0,4,127.25,12.816666666666666,3,0.25,0.5,0,user_0024,0
label_chat_00125,chat_00125,user_0025,default,manual,default_v3,0.328,1770670612000,4,41.5,1,0,1770669900000.0,1770670602000.0,4,178.5,11.7,3,0.25,0.0,0,user_0025,0
label_chat_00126,chat_00126,user_0025,default,manual,default_v3,0.293,1770864544000,4,38.5,1,0,1770864000000.0,1770864532000.0,4,213.5,8.866666666666667,3,0.25,0.0,0,user_0025,0
label_chat_00127,chat_00127,user_0025,default,manual,default_v3,0.224,1771302311000,5,36.2,0,3,1771301280000.0,1771302300000.0,5,163.8,17.0,4,0.0,0.6,0,user_0025,0
label_chat_00128,chat_00128,user_0025,default,manual,default_v3,0.19,1771489593000,3,35.666666666666664,0,1,1771489200000.0,1771489581000.0,3,177.0,6.35,2,0.0,0.3333333333333333,0,user_0025,0
label_chat_00129,chat_00129,user_0026,default,manual,default_v3,0.382,1770065527000,4,40.75,1,0,1770064920000.0,1770065512000.0,4,163.75,9.866666666666667,3,0.25,0.0,0,user_0026,0
label_chat_00130,chat_00130,user_0026,default,manual,default_v3,0.286,1770435408000,3,47.0,1,0,1770435060000.0,1770435393000.0,3,175.0,5.55,2,0.3333333333333333,0.0,0,user_0026,0
label_chat_00131,chat_00131,user_0026,default,manual,default_v3,0.337,1770801233000,4,37.75,2,0,1770800940000.0,1770801219000.0,4,177.0,4.65,3,0.5,0.0,0,user_0026,0
label_chat_00132,chat_00132,user_0026,default,manual,default_v3,0.314,1771078802000,4,35.75,1,0,1771078260000.0,1771078785000.0,4,190.0,8.75,3,0.25,0.0,0,user_0026,0
label_chat_00133,chat_00133,user_0026,default,manual,default_v3,0.299,1771538239000,5,37.4,0,0,1771537380000.0,1771538224000.0,5,160.6,14.066666666666666,4,0.0,0.0,0,user_0026,0
label_chat_00134,chat_00134,user_0027,default,manual,default_v3,0.249,1775082505000,5,36.8,1,0,1775081700000.0,1775082487000.0,5,172.6,13.116666666666667,4,0.2,0.0,0,user_0027,0
label_chat_00135,chat_00135,user_0027,default,manual,default_v3,0.337,1775188084000,4,43.75,1,0,1775187480000.0,1775188068000.0,4,157.25,9.8,3,0.25,0.0,0,user_0027,0
label_chat_00136,chat_00136,user_0027,default,manual,default_v3,0.22,1775371790000,4,43.5,0,0,1775371200000.0,1775371776000.0,4,155.0,9.6,3,0.0,0.0,0,user_0027,0
