id,chat_id,user_id,selected_path,decision_mode,prompt_version,art_affinity_score,created_at,user_msg_count,avg_user_msg_len,art_kw_count,confusion_kw_count,first_user_ts,last_user_ts,assistant_msg_count,avg_output_tokens,conversation_span_minutes,followup_depth_proxy,art_keyword_ratio,confusion_ratio,activate_art_path
label_chat_00046,chat_00046,user_0009,default,manual,default_v3,0.17,1772958182000,5,40.6,0,1,1772957700000,1772958172000,5,143.6,7.866666666666666,4,0.0,0.2,0
label_chat_00047,chat_00047,user_0009,default,manual,default_v3,0.162,1773061540000,3,39.666666666666664,0,0,1773061260000,1773061529000,3,214.66666666666666,4.483333333333333,2,0.0,0.0,0
label_chat_00048,chat_00048,user_0010,default,manual,default_v3,0.32,1772568646000,3,37.333333333333336,1,0,1772568060000,1772568632000,3,158.33333333333334,9.533333333333333,2,0.3333333333333333,0.0,0
label_chat_00049,chat_00049,user_0010,default,manual,default_v3,0.295,1772926794000,4,34.75,0,0,1772926260000,1772926778000,4,183.0,8.633333333333333,3,0.0,0.0,0
label_chat_00050,chat_00050,user_0010,default,manual,default_v3,0.239,1773280095000,5,40.6,0,0,1773279120000,1773280083000,5,186.8,16.05,4,0.0,0.0,0
label_chat_00051,chat_00051,user_0010,default,manual,default_v3,0.286,1773472988000,5,33.8,1,0,1773472320000,1773472971000,5,157.0,10.85,4,0.2,0.0,0
label_chat_00052,chat_00052,user_0010,default,manual,default_v3,0.293,1773924163000,3,43.0,0,0,1773923760000,1773924152000,3,212.33333333333334,6.533333333333333,2,0.0,0.0,0
label_chat_00053,chat_00053,user_0010,default,manual,default_v3,0.32,1774119249000,5,39.4,1,0,1774118580000,1774119238000,5,151.2,10.966666666666667,4,0.2,0.0,0
label_chat_00054,chat_00054,user_0011,default,manual,default_v3,0.237,1768434183000,5,39.2,0,0,1768433400000,1768434173000,5,199.2,12.883333333333333,4,0.0,0.0,0
label_chat_00055,chat_00055,user_0011,default,manual,default_v3,0.259,1768873061000,3,43.666666666666664,2,0,1768872660000,1768873048000,3,157.0,6.466666666666667,2,0.6666666666666666,0.0,0
label_chat_00056,chat_00056,user_0011,default,manual,default_v3,0.241,1769138144000,3,44.0,1,0,1769137740000,1769138133000,3,148.66666666666666,6.55,2,0.3333333333333333,0.0,0
label_chat_00057,chat_00057,user_0011,default,manual,default_v3,0.349,1769402884000,4,35.5,1,0,1769402220000,1769402867000,4,169.25,10.783333333333333,3,0.25,0.0,0
label_chat_00058,chat_00058,user_0011,default,manual,default_v3,0.318,1769510993000,4,41.75,0,0,1769510280000,1769510983000,4,163.75,11.716666666666667,3,0.0,0.0,0
label_chat_00059,chat_00059,user_0012,art,manual,art_v3,0.715,1775072695000,4,39.75,2,1,1775072160000,1775072684000,4,139.5,8.733333333333333,3,0.5,0.25,1
label_chat_00060,chat_00060,user_0012,art,manual,art_v3,0.741,1775266628000,4,41.75,2,2,1775265900000,1775266610000,4,188.5,11.833333333333334,3,0.5,0.5,1
label_chat_00061,chat_00061,user_0012,default,manual,default_v3,0.236,1775714177000,5,38.2,1,1,1775713140000,1775714162000,5,174.8,17.033333333333335,4,0.2,0.2,0
label_chat_00062,chat_00062,user_0012,art,manual,art_v3,0.711,1776065595000,5,41.4,3,0,1776064920000,1776065583000,5,158.0,11.05,4,0.6,0.0,1
label_chat_00063,chat_00063,user_0013,default,manual,default_v3,0.343,1770932643000,4,35.0,1,0,1770932160000,1770932628000,4,201.5,7.8,3,0.25,0.0,0
label_chat_00064,chat_00064,user_0013,default,manual,default_v3,0.182,1771125758000,3,29.0,1,0,1771125420000,1771125748000,3,183.66666666666666,5.466666666666667,2,0.3333333333333333,0.0,0
label_chat_00065,chat_00065,user_0013,default,manual,default_v3,0.167,1771496626000,3,29.0,0,0,1771496040000,1771496613000,3,152.66666666666666,9.55,2,0.0,0.0,0
label_chat_00066,chat_00066,user_0013,default,manual,default_v3,0.297,1771760147000,3,31.0,1,0,1771759680000,1771760132000,3,204.66666666666666,7.533333333333333,2,0.3333333333333333,0.0,0
label_chat_00067,chat_00067,user_0014,default,manual,default_v3,0.235,1767644140000,3,38.0,1,1,1767643920000,1767644127000,3,164.66666666666666,3.45,2,0.3333333333333333,0.3333333333333333,0
label_chat_00068,chat_00068,user_0014,default,manual,default_v3,0.228,1768008440000,5,35.2,1,0,1768007880000,1768008423000,5,185.2,9.05,4,0.2,0.0,0
label_chat_00069,chat_00069,user_0014,default,manual,default_v3,0.195,1768461468000,3,41.333333333333336,1,1,1768460940000,1768461457000,3,187.33333333333334,8.616666666666667,2,0.3333333333333333,0.3333333333333333,0
label_chat_00070,chat_00070,user_0014,default,manual,default_v3,0.185,1768645125000,3,37.333333333333336,2,1,1768644720000,1768645112000,3,193.33333333333334,6.533333333333333,2,0.6666666666666666,0.3333333333333333,0
label_chat_00071,chat_00071,user_0014,default,manual,default_v3,0.232,1768735249000,3,39.333333333333336,1,1,1768734780000,1768735237000,3,187.0,7.616666666666666,2,0.3333333333333333,0.3333333333333333,0
label_chat_00072,chat_00072,user_0014,default,manual,default_v3,0.172,1769104139000,4,41.0,0,0,1769103780000,1769104125000,4,135.5,5.75,3,0.0,0.0,0
label_chat_00073,chat_00073,user_0015,default,manual,default_v3,0.219,1772044241000,3,35.0,0,0,1772043660000,1772044228000,3,125.33333333333333,9.466666666666667,2,0.0,0.0,0
label_chat_00074,chat_00074,user_0015,default,manual,default_v3,0.356,1772413858000,5,28.0,1,0,1772413200000,1772413843000,5,168.0,10.716666666666667,4,0.2,0.0,0
label_chat_00075,chat_00075,user_0015,default,manual,default_v3,0.237,1772600613000,3,35.666666666666664,0,0,1772600400000,1772600601000,3,134.66666666666666,3.35,2,0.0,0.0,0
label_chat_00076,chat_00076,user_0015,default,manual,default_v3,0.297,1772801581000,5,32.6,0,0,1772800560000,1772801570000,5,156.4,16.833333333333332,4,0.0,0.0,0
label_chat_00077,chat_00077,user_0016,default,manual,default_v3,0.294,1769470495000,4,37.25,0,0,1769469780000,1769470485000,4,162.75,11.75,3,0.0,0.0,0
label_chat_00078,chat_00078,user_0016,art,manual,art_v3,0.764,1769559396000,3,46.666666666666664,3,0,1769558940000,1769559384000,3,227.33333333333334,7.4,2,1.0,0.0,1
label_chat_00079,chat_00079,user_0016,art,manual,art_v3,0.748,1769919794000,5,40.6,4,0,1769918880000,1769919780000,5,142.2,15.0,4,0.8,0.0,1
label_chat_00080,chat_00080,user_0016,art,manual,art_v3,0.779,1770376009000,3,42.333333333333336,5,0,1770375600000,1770375997000,3,202.0,6.616666666666666,2,1.6666666666666667,0.0,1
label_chat_00081,chat_00081,user_0017,default,manual,default_v3,0.299,1768941720000,5,39.4,1,0,1768940880000,1768941710000,5,181.0,13.833333333333334,4,0.2,0.0,0
label_chat_00082,chat_00082,user_0017,default,manual,default_v3,0.385,1769048395000,4,43.25,3,0,1769047800000,1769048378000,4,184.0,9.633333333333333,3,0.75,0.0,0
label_chat_00083,chat_00083,user_0017,default,manual,default_v3,0.418,1769330692000,4,39.5,2,0,1769330040000,1769330682000,4,178.25,10.7,3,0.5,0.0,0
label_chat_00084,chat_00084,user_0017,default,manual,default_v3,0.327,1769507706000,4,32.5,2,0,1769506920000,1769507692000,4,189.25,12.866666666666667,3,0.5,0.0,0
label_chat_00085,chat_00085,user_0017,default,manual,default_v3,0.413,1769705169000,5,37.0,1,0,1769704380000,1769705154000,5,162.4,12.9,4,0.2,0.0,0
label_chat_00086,chat_00086,user_0017,default,manual,default_v3,0.321,1769811414000,4,39.5,1,0,1769810760000,1769811402000,4,150.0,10.7,3,0.25,0.0,0
label_chat_00087,chat_00087,user_0018,default,manual,default_v3,0.185,1768347668000,5,39.8,0,1,1768346760000,1768347658000,5,169.0,14.966666666666667,4,0.0,0.2,0
label_chat_00088,chat_00088,user_0018,default,manual,default_v3,0.301,1768541929000,3,43.0,0,1,1768541640000,1768541914000,3,208.66666666666666,4.566666666666666,2,0.0,0.3333333333333333,0
label_chat_00089,chat_00089,user_0018,default,manual,default_v3,0.167,1768741014000,4,40.25,1,1,1768740180000,1768740998000,4,160.25,13.633333333333333,3,0.25,0.25,0
label_chat_00090,chat_00090,user_0018,default,manual,default_v3,0.223,1768843799000,4,43.75,0,1,1768843440000,1768843782000,4,168.25,5.7,3,0.0,0.25,0
label_chat_00091,chat_00091,user_0018,default,manual,default_v3,0.285,1768951000000,3,38.0,1,1,1768950660000,1768950989000,3,190.0,5.483333333333333,2,0.3333333333333333,0.3333333333333333,0
label_chat_00092,chat_00092,user_0019,art,manual,art_v3,0.788,1772394524000,3,44.333333333333336,1,3,1772394120000,1772394511000,3,161.66666666666666,6.516666666666667,2,0.3333333333333333,1.0,1
label_chat_00093,chat_00093,user_0019,art,manual,art_v3,0.678,1772761672000,4,44.75,2,2,1772761080000,1772761659000,4,149.75,9.65,3,0.5,0.5,1
label_chat_00094,chat_00094,user_0019,art,manual,art_v3,0.781,1772943962000,4,38.5,2,1,1772943420000,1772943944000,4,173.0,8.733333333333333,3,0.5,0.25,1
label_chat_00095,chat_00095,user_0019,default,manual,default_v3,0.232,1773123729000,4,37.25,1,3,1773123300000,1773123715000,4,201.25,6.916666666666667,3,0.25,0.75,0
label_chat_00096,chat_00096,user_0019,art,manual,art_v3,0.829,1773303286000,3,48.333333333333336,3,2,1773302700000,1773303272000,3,157.0,9.533333333333333,2,1.0,0.6666666666666666,1
label_chat_00097,chat_00097,user_0019,default,manual,default_v3,0.268,1773657585000,4,35.75,0,1,1773657060000,1773657571000,4,183.75,8.516666666666667,3,0.0,0.25,0
label_chat_00098,chat_00098,user_0020,default,manual,default_v3,0.237,1775075759000,4,38.75,1,1,1775075280000,1775075742000,4,198.25,7.7,3,0.25,0.25,0
label_chat_00099,chat_00099,user_0020,default,manual,default_v3,0.25,1775169606000,4,38.75,0,0,1775169300000,1775169588000,4,161.0,4.8,3,0.0,0.0,0
label_chat_00100,chat_00100,user_0020,default,manual,default_v3,0.363,1775363048000,4,43.0,2,1,1775362260000,1775363030000,4,174.75,12.833333333333334,3,0.5,0.25,0
label_chat_00101,chat_00101,user_0020,default,manual,default_v3,0.311,1775639637000,4,35.5,0,3,1775639040000,1775639625000,4,157.5,9.75,3,0.0,0.75,0
label_chat_00102,chat_00102,user_0020,default,manual,default_v3,0.272,1776094998000,5,39.2,1,1,1776093840000,1776094986000,5,190.4,19.1,4,0.2,0.2,0
label_chat_00103,chat_00103,user_0021,art,manual,art_v3,0.749,1773515564000,3,44.666666666666664,5,0,1773515100000,1773515546000,3,205.33333333333334,7.433333333333334,2,1.6666666666666667,0.0,1
label_chat_00104,chat_00104,user_0021,art,manual,art_v3,0.85,1773973795000,4,44.25,5,0,1773973020000,1773973784000,4,143.75,12.733333333333333,3,1.25,0.0,1
label_chat_00105,chat_00105,user_0021,art,manual,art_v3,0.654,1774334860000,3,41.0,3,0,1774334460000,1774334848000,3,206.66666666666666,6.466666666666667,2,1.0,0.0,1
label_chat_00106,chat_00106,user_0021,art,manual,art_v3,0.787,1774686553000,4,44.25,4,0,1774685760000,1774686536000,4,201.0,12.933333333333334,3,1.0,0.0,1
label_chat_00107,chat_00107,user_0021,art,manual,art_v3,0.651,1775036612000,3,47.333333333333336,3,0,1775036280000,1775036602000,3,159.33333333333334,5.366666666666666,2,1.0,0.0,1
label_chat_00108,chat_00108,user_0021,default,manual,default_v3,0.171,1775227136000,4,38.5,0,0,1775226420000,1775227126000,4,207.25,11.766666666666667,3,0.0,0.0,0
label_chat_00109,chat_00109,user_0022,art,manual,art_v3,0.811,1769031835000,4,41.75,5,1,1769031120000,1769031822000,4,138.25,11.7,3,1.25,0.25,1
label_chat_00110,chat_00110,user_0022,default,manual,default_v3,0.253,1769313170000,4,40.0,0,0,1769312640000,1769313159000,4,197.75,8.65,3,0.0,0.0,0
label_chat_00111,chat_00111,user_0022,art,manual,art_v3,0.819,1769590749000,5,38.4,4,0,1769589840000,1769590735000,5,214.2,14.916666666666666,4,0.8,0.0,1
label_chat_00112,chat_00112,user_0022,default,manual,default_v3,0.316,1769948221000,4,39.25,0,0,1769947680000,1769948210000,4,191.25,8.833333333333334,3,0.0,0.0,0
label_chat_00113,chat_00113,user_0022,default,manual,default_v3,0.272,1770043000000,3,39.333333333333336,0,0,1770042660000,1770042988000,3,164.66666666666666,5.466666666666667,2,0.0,0.0,0
label_chat_00114,chat_00114,user_0023,art,manual,art_v3,0.878,1767742750000,5,38.0,6,0,1767741720000,1767742738000,5,208.6,16.966666666666665,4,1.2,0.0,1
label_chat_00115,chat_00115,user_0023,art,manual,art_v3,0.729,1768092042000,3,36.333333333333336,4,1,1768091640000,1768092031000,3,229.66666666666666,6.516666666666667,2,1.3333333333333333,0.3333333333333333,1
label_chat_00116,chat_00116,user_0023,default,manual,default_v3,0.224,1768282006000,3,42.333333333333336,0,0,1768281720000,1768281996000,3,197.33333333333334,4.6,2,0.0,0.0,0
label_chat_00117,chat_00117,user_0023,art,manual,art_v3,0.701,1768652350000,5,39.2,4,0,1768651800000,1768652334000,5,132.6,8.9,4,0.8,0.0,1
label_chat_00118,chat_00118,user_0023,art,manual,art_v3,0.887,1768749474000,4,36.25,6,0,1768748820000,1768749461000,4,138.75,10.683333333333334,3,1.5,0.0,1
label_chat_00119,chat_00119,user_0023,art,manual,art_v3,0.762,1768842588000,4,46.0,4,0,1768842000000,1768842578000,4,206.0,9.633333333333333,3,1.0,0.0,1
label_chat_00120,chat_00120,user_0024,default,manual,default_v3,0.252,1769200069000,3,36.333333333333336,1,2,1769199720000,1769200055000,3,197.0,5.583333333333333,2,0.3333333333333333,0.6666666666666666,0
label_chat_00121,chat_00121,user_0024,default,manual,default_v3,0.201,1769646242000,4,40.0,0,1,1769645340000,1769646228000,4,181.0,14.8,3,0.0,0.25,0
label_chat_00122,chat_00122,user_0024,default,manual,default_v3,0.217,1769743937000,5,34.4,1,4,1769742780000,1769743919000,5,171.0,18.983333333333334,4,0.2,0.8,0
label_chat_00123,chat_00123,user_0024,default,manual,default_v3,0.161,1770018433000,5,42.2,0,1,1770017580000,1770018417000,5,181.2,13.95,4,0.0,0.2,0
label_chat_00124,chat_00124,user_0024,default,manual,default_v3,0.241,1770196440000,4,42.5,1,2,1770195660000,1770196429000,4,127.25,12.816666666666666,3,0.25,0.5,0
label_chat_00125,chat_00125,user_0025,default,manual,default_v3,0.328,1770670612000,4,41.5,1,0,1770669900000,1770670602000,4,178.5,11.7,3,0.25,0.0,0
label_chat_00126,chat_00126,user_0025,default,manual,default_v3,0.293,1770864544000,4,38.5,1,0,1770864000000,1770864532000,4,213.5,8.866666666666667,3,0.25,0.0,0
label_chat_00127,chat_00127,user_0025,default,manual,default_v3,0.224,1771302311000,5,36.2,0,3,1771301280000,1771302300000,5,163.8,17.0,4,0.0,0.6,0
label_chat_00128,chat_00128,user_0025,default,manual,default_v3,0.19,1771489593000,3,35.666666666666664,0,1,1771489200000,1771489581000,3,177.0,6.35,2,0.0,0.3333333333333333,0
label_chat_00129,chat_00129,user_0026,default,manual,default_v3,0.382,1770065527000,4,40.75,1,0,1770064920000,1770065512000,4,163.75,9.866666666666667,3,0.25,0.0,0
label_chat_00130,chat_00130,user_0026,default,manual,default_v3,0.286,1770435408000,3,47.0,1,0,1770435060000,1770435393000,3,175.0,5.55,2,0.3333333333333333,0.0,0
label_chat_00131,chat_00131,user_0026,default,manual,default_v3,0.337,1770801233000,4,37.75,2,0,1770800940000,1770801219000,4,177.0,4.65,3,0.5,0.0,0
label_chat_00132,chat_00132,user_0026,default,manual,default_v3,0.314,1771078802000,4,35.75,1,0,1771078260000,1771078785000,4,190.0,8.75,3,0.25,0.0,0
label_chat_00133,chat_00133,user_0026,default,manual,default_v3,0.299,1771538239000,5,37.4,0,0,1771537380000,1771538224000,5,160.6,14.066666666666666,4,0.0,0.0,0
label_chat_00134,chat_00134,user_0027,default,manual,default_v3,0.249,1775082505000,5,36.8,1,0,1775081700000,1775082487000,5,172.6,13.116666666666667,4,0.2,0.0,0
label_chat_00135,chat_00135,user_0027,default,manual,default_v3,0.337,1775188084000,4,43.75,1,0,1775187480000,1775188068000,4,157.25,9.8,3,0.25,0.0,0
label_chat_00136,chat_00136,user_0027,default,manual,default_v3,0.22,1775371790000,4,43.5,0,0,1775371200000,1775371776000,4,155.0,9.6,3,0.0,0.0,0
label_chat_00137,chat_00137,user_0027,default,manual,default_v3,0.355,1775561087000,3,44.666666666666664,1,0,1775560620000,1775561070000,3,178.0,7.5,2,0.3333333333333333,0.0,0
label_chat_00138,chat_00138,user_0027,default,manual,default_v3,0.271,1775747696000,4,41.25,0,0,1775747160000,1775747680000,4,170.5,8.666666666666666,3,0.0,0.0,0
label_chat_00139,chat_00139,user_0028,default,manual,default_v3,0.218,1768433058000,5,38.0,0,0,1768432320000,1768433046000,5,188.6,12.1,4,0.0,0.0,0
label_chat_00140,chat_00140,user_0028,default,manual,default_v3,0.294,1768869103000,3,48.666666666666664,0,0,1768868460000,1768869090000,3,182.0,10.5,2,0.0,0.0,0
label_chat_00141,chat_00141,user_0028,default,manual,default_v3,0.233,1769150717000,5,34.6,1,0,1769149680000,1769150702000,5,156.4,17.033333333333335,4,0.2,0.0,0
label_chat_00142,chat_00142,user_0028,default,manual,default_v3,0.266,1769522125000,5,42.2,0,0,1769521200000,1769522107000,5,171.2,15.116666666666667,4,0.0,0.0,0
label_chat_00143,chat_00143,user_0029,default,manual,default_v3,0.209,1774050415000,5,37.6,0,2,1774049700000,1774050405000,5,134.8,11.75,4,0.0,0.4,0
label_chat_00144,chat_00144,user_0029,default,manual,default_v3,0.232,1774419573000,3,40.666666666666664,1,2,1774419120000,1774419563000,3,182.33333333333334,7.383333333333334,2,0.3333333333333333,0.6666666666666666,0
label_chat_00145,chat_00145,user_0029,default,manual,default_v3,0.193,1774781337000,4,46.25,1,2,1774780500000,1774781326000,4,179.0,13.766666666666667,3,0.25,0.5,0
label_chat_00146,chat_00146,user_0029,default,manual,default_v3,0.318,1775236992000,5,38.0,1,4,1775236200000,1775236974000,5,175.2,12.9,4,0.2,0.8,0
label_chat_00147,chat_00147,user_0029,default,manual,default_v3,0.197,1775503509000,5,36.6,0,1,1775502720000,1775503495000,5,150.8,12.916666666666666,4,0.0,0.2,0
label_chat_00148,chat_00148,user_0030,default,manual,default_v3,0.226,1768002044000,3,40.333333333333336,0,1,1768001580000,1768002032000,3,187.0,7.533333333333333,2,0.0,0.3333333333333333,0
label_chat_00149,chat_00149,user_0030,default,manual,default_v3,0.252,1768199746000,3,43.333333333333336,0,1,1768199220000,1768199729000,3,156.0,8.483333333333333,2,0.0,0.3333333333333333,0
label_chat_00150,chat_00150,user_0030,default,manual,default_v3,0.164,1768635042000,3,39.666666666666664,0,1,1768634580000,1768635029000,3,145.0,7.483333333333333,2,0.0,0.3333333333333333,0
label_chat_00151,chat_00151,user_0030,default,manual,default_v3,0.259,1768822149000,5,40.4,0,1,1768821300000,1768822134000,5,161.6,13.9,4,0.0,0.2,0
label_chat_00152,chat_00152,user_0030,default,manual,default_v3,0.304,1769261586000,4,42.0,0,1,1769261040000,1769261571000,4,152.25,8.85,3,0.0,0.25,0
label_chat_00153,chat_00153,user_0030,default,manual,default_v3,0.221,1769445965000,4,36.75,1,2,1769445720000,1769445955000,4,180.5,3.9166666666666665,3,0.25,0.5,0
label_chat_00154,chat_00154,user_0031,art,manual,art_v3,0.655,1773166726000,3,44.0,2,0,1773166320000,1773166712000,3,139.66666666666666,6.533333333333333,2,0.6666666666666666,0.0,1
